Avg. Area Income,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
67868.80,6.37,4.04,32732.16,1341870.35
72778.92,7.78,4.01,24559.01,1188416.81
73304.90,7.84,6.24,24283.87,1155077.13
68025.57,6.95,4.23,35478.58,1048969.49
81024.78,6.72,2.05,25837.86,1319478.29
69289.18,6.36,4.44,40695.80,1022408.90
72695.12,6.87,4.24,48115.42,1394970.60
67568.93,7.59,4.17,36474.99,1183343.57
76503.55,6.56,4.41,42154.36,1259919.98
66273.74,6.97,2.01,12950.57,579585.70
57736.43,7.45,4.29,45688.10,1591188.35
73505.13,7.51,6.05,31536.85,1437153.96
60537.87,6.80,3.43,31247.58,851018.96
66544.74,6.29,2.25,34141.70,1321037.41
60754.63,6.04,3.21,29425.41,1112286.05
86160.99,7.69,3.23,47757.32,1509968.98
44577.15,7.17,5.45,27835.54,959625.53
61951.49,7.06,5.50,38737.28,1032180.38
79027.74,6.92,3.02,21387.63,1232014.53
69186.62,6.50,4.38,49505.78,1575100.91
84268.22,7.19,4.23,31182.39,1257433.09
93719.47,7.60,5.49,39900.45,2173808.63
65218.35,7.09,5.28,34863.86,1115549.27
78169.52,5.17,3.32,44503.92,1397956.20
63907.72,8.06,4.14,28299.46,1003905.06
74867.53,6.30,4.27,57841.22,1614373.96
73950.98,6.73,2.11,30518.82,1463367.82
74158.86,8.18,3.35,32580.54,966620.51
63280.71,7.88,3.09,43031.56,1453663.25
75869.24,7.64,5.22,32436.29,1321388.62
61171.88,7.17,6.16,41919.90,910512.64
66120.42,7.50,5.03,28439.36,1029354.49
79566.92,7.11,5.06,49311.76,1608889.26
84020.50,7.33,4.24,25975.51,1458009.21
83936.34,6.19,3.19,55471.78,2198564.57
60007.14,6.12,4.02,47734.41,1281777.58
60125.81,7.07,3.22,25424.03,1196643.38
70580.44,8.01,3.00,36626.70,1578493.71
53029.35,6.74,2.40,34472.30,430088.25
55289.11,7.22,5.11,30773.26,677988.26
71776.62,8.23,5.04,29802.46,1085534.18
75999.70,7.24,4.21,35183.72,1634781.27
56265.97,7.89,3.20,40493.06,1167449.99
61590.89,6.41,4.07,34460.01,1067727.09
71172.49,6.10,4.16,23264.37,887739.43
57925.00,7.35,6.37,40177.88,842924.55
75025.96,6.12,4.07,33970.36,864067.06
53080.44,6.37,2.40,23763.20,508951.57
64629.46,4.71,3.13,46877.15,1223777.50
62559.30,8.02,5.02,44521.76,1029037.43
90691.21,7.02,6.11,20846.54,1487997.88
77700.59,8.88,6.13,38827.41,1836419.64
66141.19,7.88,3.50,37355.86,1148066.81
79990.05,5.70,4.06,37816.80,1318681.04
76293.94,5.87,4.04,40712.40,1174481.07
76255.79,7.99,3.15,41297.07,1522954.94
76365.18,8.55,3.40,19991.63,1132146.32
73438.59,6.29,3.38,33285.95,1212461.53
46474.32,7.93,5.13,28182.10,864132.03
68562.02,7.31,3.22,35476.17,1336377.83
63785.55,6.36,4.50,67353.97,1747244.86
71320.87,7.21,4.17,47871.97,1398353.59
93128.72,7.66,4.17,42100.83,2020158.36
71833.87,4.63,3.04,31326.34,877779.34
51815.36,8.68,3.01,43604.79,1255202.11
69245.89,6.31,2.10,37597.87,1173413.55
63765.50,8.29,5.34,34303.41,1326680.24
81844.46,7.22,6.19,51937.44,1585521.99
62798.23,6.48,3.05,34652.26,1106336.84
56281.21,7.85,6.27,29141.74,962501.90
67059.97,7.68,5.22,51237.39,1408074.53
58385.22,6.41,2.30,41930.38,1266209.75
70259.07,7.68,6.05,54050.64,1741052.96
87929.45,5.66,3.06,44486.38,1636559.24
94733.97,7.16,5.41,46314.69,2318285.70
73504.89,8.51,5.50,47118.42,1409892.09
78643.17,5.73,3.36,13889.08,1166198.12
78318.81,5.85,2.05,41569.40,1393995.96
63639.92,8.32,5.22,41448.75,1462608.70
81728.44,7.67,6.10,51629.32,1922281.31
89551.73,6.92,2.14,43964.66,1587406.30
49493.30,7.59,3.29,39909.18,967868.51
61461.50,7.51,4.23,49688.04,1426545.97
72692.59,8.61,3.06,33125.50,1725429.75
79702.39,8.47,6.29,46270.33,1753820.62
54994.92,6.06,2.20,15444.48,321058.96
57327.99,7.78,3.32,28945.55,1089601.88
74585.84,5.74,3.30,48051.65,1137523.11
77334.29,8.51,4.35,37905.98,1371670.39
77132.80,5.66,2.12,47450.67,1595620.56
96778.12,7.83,6.31,37480.70,1899948.06
52046.54,5.58,3.37,41715.55,674657.91
78350.60,7.80,6.18,23052.85,1555490.62
61602.04,6.65,3.16,45188.14,1194191.88
84452.46,7.98,4.48,38221.14,1482107.37
84712.91,7.43,4.01,11072.50,1154917.39
61492.92,6.30,3.00,37743.40,1050838.70
37971.21,5.81,3.24,33267.77,31140.52
73158.74,8.70,3.15,25175.43,1748864.71
74622.16,6.06,3.42,30736.53,1287030.93
58956.26,7.49,6.08,38529.64,1237246.14
69253.90,8.51,3.44,22524.58,1259733.64
47549.64,8.03,5.28,43526.16,1028914.32
73271.89,6.81,3.33,39446.31,1388218.53
61478.63,6.23,4.26,36837.82,637189.96
62317.21,7.00,3.35,47836.25,1717570.53
65464.20,7.35,4.09,26065.69,729688.59
87883.58,5.89,3.39,41012.62,2049146.63
67819.25,6.84,3.47,37515.54,1340705.12
65659.59,4.62,2.43,40337.23,980983.21
68827.56,6.73,2.37,45935.96,1518169.44
71152.76,7.49,3.30,40951.24,1002840.23
80939.63,7.65,3.31,27771.54,1499920.59
66860.59,7.17,5.39,36035.54,1496577.46
64314.51,7.07,6.49,37217.64,1526915.35
63867.10,8.96,4.02,14522.66,917610.89
81220.07,6.78,2.49,32859.52,1572990.37
60880.58,7.10,3.06,42877.52,959416.44
66553.40,6.88,2.15,23632.23,960084.00
72896.25,7.99,3.41,40426.53,1526025.66
59160.09,7.05,3.17,23252.91,1006885.84
66412.83,5.56,3.27,50996.64,1105105.05
67026.44,5.56,2.41,27677.88,625880.73
77151.91,8.18,4.12,27117.80,1799827.22
69799.15,5.97,4.14,38340.73,1152798.58
55768.79,6.01,4.16,47989.68,846095.97
81699.18,7.33,3.43,19502.03,1387864.89
57367.83,8.86,4.34,47734.10,1414286.72
80488.79,4.96,2.41,36743.27,1273308.71
68091.18,7.50,3.10,44557.38,1489648.02
82587.59,6.67,3.46,55932.22,1765988.26
57407.72,6.47,2.19,27117.89,934111.64
64332.47,8.11,5.37,30812.60,1095879.44
66039.74,9.07,6.48,15612.68,876348.82
62397.08,6.43,3.41,40739.88,854945.51
84810.87,6.88,2.21,28392.29,1349743.15
67051.25,7.31,3.18,39735.70,970825.60
83907.37,6.58,3.28,46091.79,1796009.50
62345.82,6.41,4.25,41982.91,934492.34
60960.46,7.77,3.40,28171.99,584061.25
68353.73,7.42,5.41,27804.83,895845.57
58661.56,6.61,4.46,17467.94,696040.13
66131.00,6.65,2.48,40979.53,1204137.32
67351.24,6.38,4.40,47175.79,1413729.76
59933.14,6.46,3.20,28593.01,607873.77
60840.49,6.50,2.47,36241.30,971099.48
94712.12,5.14,2.29,49411.89,1714055.84
74469.21,7.97,3.02,46500.06,1956438.65
78753.39,8.93,3.43,50350.27,2013015.75
80233.23,7.03,5.30,26263.05,1390497.57
84473.27,7.00,4.42,31608.06,1529452.06
78049.60,5.93,3.50,42857.37,1143215.03
93178.49,7.25,6.45,42808.65,1949577.95
69949.35,5.96,4.32,37358.20,1057799.24
85903.38,6.75,2.07,25593.12,1585873.83
65283.64,7.40,4.08,37824.71,1168993.76
79191.82,5.87,4.01,35107.14,1431915.98
72242.60,7.51,6.43,43987.88,1409439.08
63125.76,7.88,3.29,51219.00,1496724.38
78581.26,7.30,4.31,50891.20,1566567.88
59481.78,7.55,4.31,31200.97,986113.24
66770.22,6.62,4.47,33238.33,885611.58
75368.59,6.63,3.24,32075.27,1102259.54
60419.89,6.96,2.36,38272.92,1268125.84
78555.13,6.44,4.34,34514.16,1580691.62
82073.52,7.09,4.23,36337.03,1128644.46
64254.16,8.63,4.19,58051.04,1524689.06
53432.59,8.55,5.30,36804.95,1176420.56
67883.13,7.58,5.41,34639.41,1456273.72
91832.99,7.60,4.45,31105.11,1777516.45
70670.88,6.48,3.17,23592.16,1237902.82
70315.43,6.49,4.33,49697.93,1385783.52
48362.98,8.25,4.19,49354.13,1035125.86
74022.14,5.58,4.20,30053.44,1358899.69
65182.71,8.20,6.11,48109.11,1311145.97
54048.69,7.84,5.20,42177.97,919927.00
72283.95,5.63,4.09,40277.39,985866.03
82476.03,6.32,3.39,30985.34,1196204.89
79771.83,7.21,5.05,30611.54,1435981.22
57236.17,7.97,3.28,24726.10,752800.15
43952.34,7.33,4.41,25139.45,324981.99
56721.45,7.54,3.46,22904.15,1127637.56
56654.96,5.34,3.31,25801.97,239319.93
40185.73,5.75,4.01,37766.67,529282.08
71227.39,8.01,4.21,20096.29,1455691.80
52444.86,7.16,4.38,39288.46,1371527.33
56825.75,7.79,6.46,43474.78,1231452.19
55621.90,6.87,2.30,63184.61,1102641.11
66510.01,5.53,2.47,29293.62,758262.61
62639.16,5.46,2.27,27812.69,476971.46
79452.82,6.91,4.49,44852.09,1706689.94
83137.39,5.79,2.46,30482.56,1079745.12
69143.47,6.81,4.28,24405.28,766594.34
68277.67,5.41,3.46,38099.87,905045.22
72251.04,7.15,4.30,34878.60,1425114.72
71373.98,7.10,5.32,51509.60,1512542.44
81503.47,6.72,3.15,46674.37,1650342.13
60569.20,8.42,3.23,16351.20,1112548.48
72683.53,6.75,3.47,18539.10,942508.96
73763.57,7.72,4.43,38550.71,1642844.65
75780.62,7.09,4.45,34944.98,1078713.23
77882.88,7.04,6.01,27528.75,1333865.44
70608.37,7.28,3.36,24387.61,684049.92
67782.87,8.03,6.24,46608.23,1311067.45
57714.75,7.80,5.40,53101.00,1172133.49
88613.87,7.56,5.17,42905.10,1419536.26
73559.43,6.96,4.39,34374.59,1288426.69
81775.63,7.50,6.34,30070.73,1500939.83
42462.10,8.06,4.18,42191.78,1000087.12
72096.85,9.32,3.32,31584.38,1457767.53
43922.00,7.41,5.08,42250.80,747933.49
64114.96,7.34,3.32,25273.21,1024738.28
77573.87,8.01,3.09,39055.11,1517666.85
70036.83,6.17,2.33,25064.27,953840.70
71183.74,7.40,4.09,46955.01,1375497.97
67315.60,8.85,4.15,37811.21,1645530.06
72813.80,8.20,3.42,35014.85,1727006.95
73023.33,8.16,5.00,40512.89,1597330.41
67569.88,6.70,4.11,49054.87,1688279.31
69972.85,7.30,4.30,37815.49,1398310.20
73231.05,5.11,3.08,40788.11,1100093.91
80577.73,7.69,5.15,36463.03,1505560.54
64754.57,5.67,2.16,27143.02,1105990.69
55435.64,7.88,5.12,23503.16,789043.85
65510.66,5.43,2.26,45111.81,756319.73
82855.94,8.21,5.37,36954.34,1856782.78
89338.45,6.61,3.22,41264.91,1222020.82
45990.12,7.21,3.36,41553.84,1043968.40
76801.50,7.34,5.44,48481.66,1673294.25
61606.92,6.00,2.06,40496.07,1325860.53
65428.31,7.64,5.41,33141.31,1236044.32
56697.59,6.46,2.13,37973.36,1030759.70
92151.67,6.51,2.21,37067.68,1609581.80
78555.93,6.21,3.39,29759.00,1292287.09
72204.16,7.62,5.25,28943.16,1057697.70
51741.87,4.41,2.45,32730.93,768152.79
71082.11,6.70,4.36,31327.52,1513427.55
71328.70,6.93,4.36,28053.02,1429497.62
67150.06,7.84,3.01,39917.88,1376969.93
59777.37,5.71,2.43,37836.52,614700.74
62725.40,7.05,5.39,19750.69,780608.99
65533.41,6.73,4.37,25002.19,856548.94
78293.70,6.60,2.23,47125.53,1656080.09
74371.34,6.73,4.27,33186.70,1249914.08
56664.40,6.24,2.13,28364.29,817460.42
60058.91,5.98,4.38,33581.82,990893.16
63757.05,8.08,4.10,27244.44,972079.59
81026.61,8.13,4.29,24407.24,1349989.65
83683.36,7.17,3.48,38399.84,1303542.28
56103.92,4.13,3.40,41330.61,593766.18
67454.21,7.57,4.10,49237.40,1243918.81
67631.24,6.49,2.32,24624.65,1395855.66
52988.03,7.10,3.44,37791.02,1112314.30
59549.91,5.94,2.34,14906.25,850010.18
58832.50,7.56,5.13,30200.11,931787.62
76717.37,6.06,4.45,34944.07,1011140.80
73422.83,4.69,3.42,50997.65,1190442.12
59128.32,5.57,2.23,45592.39,916140.22
65614.78,7.61,6.50,39353.68,1222045.09
68851.40,6.77,2.34,22121.55,1232156.01
43531.86,6.89,2.14,37388.85,652752.97
53763.53,7.53,5.15,32306.67,1219846.92
68948.41,8.26,5.06,40078.54,2050988.50
70795.30,7.58,3.35,29887.45,1359052.85
72443.69,8.00,6.22,31190.67,1308773.08
82781.65,7.51,4.14,39587.95,1573998.90
67428.64,7.57,6.36,40897.03,1182980.60
65841.31,6.49,2.07,48253.28,1029861.62
72257.51,6.71,4.32,33543.05,1085943.08
74243.75,7.80,4.27,40328.23,1713351.39
71758.59,6.91,2.20,42115.15,1297619.35
67511.13,6.80,3.36,23162.55,1096052.87
71301.01,8.45,4.03,44869.51,1920527.53
55784.48,6.18,2.34,29304.17,1035171.06
66840.70,7.04,6.28,32705.95,1218011.06
58098.05,6.45,3.42,43299.01,1106705.01
66252.14,5.71,3.14,33656.23,664978.87
73226.20,7.19,4.03,30464.04,1316129.31
70138.51,6.60,4.37,33434.11,1398760.05
65041.69,6.09,4.17,14486.83,759799.88
68167.08,6.66,2.47,13977.63,776906.33
61300.75,7.87,4.42,29408.95,971928.99
65175.55,6.71,3.45,29829.06,1180091.50
79037.52,6.57,2.24,30037.99,1201785.67
75985.80,7.39,5.34,50003.09,1591234.77
35963.33,8.26,3.28,24435.78,143027.36
65069.90,5.73,3.45,36778.29,1091143.40
60712.20,7.01,3.29,47783.30,1249173.69
77456.19,8.04,3.29,45581.92,2002028.63
61370.32,6.61,4.30,20600.51,824540.90
79863.29,6.38,3.05,35048.26,1511526.92
57980.95,8.20,6.31,25053.97,994257.54
63600.69,5.73,2.03,53539.20,1345296.55
62113.52,8.33,6.02,29401.14,1166399.67
82810.89,6.81,4.39,39779.65,1820981.22
69380.84,6.12,4.16,25327.69,1023965.40
69632.04,5.56,2.22,34641.57,889385.90
60377.61,7.04,4.06,29114.29,616738.21
82103.50,7.34,6.19,49015.28,1784260.85
49856.23,7.08,5.38,51528.84,1050541.31
68386.98,6.81,2.11,37894.65,1389223.61
78288.96,7.91,5.17,29197.34,1423908.26
60762.47,8.30,3.05,46303.36,1069238.50
58913.30,7.99,3.21,45563.72,1007856.27
65580.06,6.56,3.00,48220.32,924346.16
77021.42,7.67,3.35,27855.39,1453312.47
78276.57,5.22,4.27,21371.92,782656.08
71336.15,7.70,3.22,25377.14,803689.15
77528.12,7.74,4.26,23976.71,1439875.64
68195.03,7.80,6.11,26921.60,1270869.78
70834.02,7.48,5.47,53490.13,1347279.21
94670.05,8.34,4.41,39522.91,2186194.79
48524.43,6.60,2.13,41554.07,1082486.68
83403.45,9.40,3.32,26319.72,1700109.61
75219.10,6.61,3.36,37863.58,1623100.84
68145.92,5.79,3.22,39187.77,943309.45
84913.98,6.51,2.17,46136.03,1409684.49
82336.99,6.29,3.06,37965.37,1326481.67
51962.16,6.98,3.07,17403.09,404643.60
57169.42,6.37,4.36,47966.92,1176655.09
57925.04,6.99,2.33,43867.84,633875.93
77905.83,7.88,6.00,29282.57,1390251.42
62714.55,5.34,3.06,41998.57,861138.18
64901.03,6.73,3.41,47452.39,1151233.10
51156.74,6.98,2.39,25753.28,686644.61
63766.77,7.43,6.36,33036.20,1261681.96
61460.94,7.40,6.21,40814.93,1327811.34
61907.59,6.44,3.25,43828.95,1339096.08
72805.15,7.10,6.10,30874.70,987355.96
66204.57,8.59,5.10,36185.05,1384478.30
74548.14,5.12,3.23,40444.19,1168919.40
76453.79,5.90,4.22,51497.67,1522099.83
79354.62,5.36,3.32,31568.90,1260374.97
70064.24,4.75,3.12,28122.23,857762.32
74559.72,6.86,2.20,29892.07,1126450.43
82321.73,6.81,2.33,48616.26,1574084.93
43526.81,6.27,2.50,39760.21,469262.82
71769.86,6.85,4.18,28173.39,1114169.04
89056.92,7.12,5.50,60658.30,1792368.63
66418.43,8.05,3.49,45319.99,1383842.19
44439.87,7.82,5.38,37934.97,691318.24
69343.01,9.14,5.30,30113.83,1245070.34
95997.67,6.99,3.43,47128.88,2220799.07
62616.17,6.80,2.30,31010.22,854815.12
76393.85,9.43,3.17,46361.69,2092348.38
55840.17,7.65,3.04,30795.11,781213.07
69882.27,5.65,4.35,19544.75,726883.87
87099.19,6.40,3.18,44581.75,1640990.38
67716.75,7.75,5.28,40562.19,1535781.96
69624.79,7.46,4.18,57644.21,1737759.05
78706.68,8.33,4.20,36414.73,1550702.48
61321.59,9.50,5.05,29888.76,1348873.43
62709.71,7.06,3.22,34182.50,955445.85
66300.51,8.28,6.13,38501.96,1467910.57
75126.81,7.85,5.09,36544.32,1742938.78
68251.84,7.07,6.02,38203.17,1795630.91
85175.20,7.27,3.11,3285.45,1305972.22
62381.92,9.79,6.19,31391.27,1433542.02
69099.40,5.41,3.49,37540.31,921396.98
73246.82,7.54,4.15,47332.14,1405399.86
59901.83,8.04,6.49,30210.76,1088548.83
55038.06,8.85,5.09,27701.02,738030.65
69505.11,10.76,5.14,48112.20,2235294.72
67964.83,6.21,3.27,52831.15,1564252.53
71112.35,7.42,4.26,24134.41,1309937.40
76759.27,7.61,5.26,23752.36,1660770.00
82988.43,8.47,5.12,31142.84,1485418.10
71106.74,5.96,4.39,25861.93,886124.73
75516.46,6.29,4.47,35521.05,1411024.04
60805.10,7.35,3.16,31185.88,671343.94
61865.42,6.22,2.00,41492.18,992585.38
64241.79,7.25,6.01,27768.58,944590.16
77697.24,7.27,4.35,40523.29,1399909.05
63044.46,5.91,4.10,32725.28,865099.52
74102.49,6.68,4.38,43971.51,1394423.56
62514.11,6.19,3.35,40891.62,813807.70
63237.57,5.30,2.06,55849.95,1316180.49
75951.45,7.00,3.09,31125.56,1212205.34
66803.02,8.75,5.07,57970.24,1769484.89
45347.15,7.09,4.43,31335.60,541953.91
67722.85,7.40,4.27,37869.94,1494101.44
58108.49,5.50,3.24,37642.03,856022.86
60871.60,7.28,6.20,38111.35,1427842.51
76087.15,7.85,5.03,27616.10,1228138.13
73965.37,6.93,2.00,34440.64,1168627.65
69931.40,5.18,2.28,52079.19,1389287.47
77316.19,5.72,2.36,51096.89,1243981.95
76896.79,8.61,4.40,52733.99,1584439.71
76919.30,7.55,4.05,52945.84,1622837.35
64402.13,8.27,4.06,24965.90,1031146.75
58410.57,5.91,4.42,31189.36,1098518.13
53427.88,7.67,3.26,34538.75,909781.47
73649.40,5.67,4.07,47992.34,1431517.44
93455.95,6.81,2.15,31135.51,1636996.07
75843.30,6.99,4.10,61126.73,1658974.57
62021.20,8.35,5.19,35276.65,1168887.46
77064.26,7.73,3.38,43570.94,1720258.78
77785.19,5.87,2.09,43301.33,1129408.87
61784.06,6.03,2.35,27725.86,778836.92
78827.01,6.47,4.41,32865.03,1276471.58
64767.87,7.13,5.30,26414.75,839426.12
51457.38,6.84,3.46,42889.67,794075.86
66233.86,7.09,6.33,29548.19,1372549.78
72196.34,5.99,2.19,32255.91,1084539.39
50926.78,6.15,4.01,33663.67,211017.97
56086.57,7.84,3.02,33454.08,1186372.18
68985.15,8.38,6.45,16288.31,1140918.81
48855.85,8.39,5.12,49890.51,1471828.13
63499.84,6.13,3.39,38263.48,803259.61
73218.35,6.57,4.33,34818.72,1124719.49
83637.53,6.26,2.13,25962.77,1396401.02
48879.10,8.04,3.39,30730.40,802274.13
77187.85,6.77,4.00,35106.55,1646662.91
72441.38,6.57,4.26,38368.28,1202621.18
57812.84,7.77,5.10,46060.37,1066768.00
64811.17,6.95,3.46,40549.36,1153135.22
86563.10,7.98,4.03,44920.25,1706110.86
86586.87,6.99,2.10,40282.04,1543913.43
49601.06,5.62,2.08,33836.93,302307.40
71920.68,7.61,6.17,26341.10,1134055.40
68355.44,6.61,4.29,38950.16,1352756.75
64350.28,7.13,3.03,69592.04,1772390.55
61481.21,7.43,3.40,39586.38,1014450.65
39294.04,5.96,4.36,43183.52,781137.46
59078.51,5.92,4.10,34655.94,921238.36
57972.56,6.55,4.36,40092.52,790555.52
79689.72,6.78,3.44,38313.83,1420648.28
47018.07,6.77,4.10,23925.62,377618.97
56252.24,6.40,4.16,44305.72,945079.53
65741.40,7.13,4.05,37647.67,1630952.88
53066.37,8.06,3.23,19103.13,1009972.08
71368.04,7.03,6.21,35376.99,1372806.62
40752.71,6.50,4.12,41565.03,560598.54
64296.50,8.08,5.40,37562.55,1484653.88
50172.57,7.35,4.38,32764.44,940138.96
70564.72,6.75,2.42,37339.56,1354077.50
67866.90,9.36,5.44,43122.57,1400961.28
77106.50,5.83,2.28,36215.16,1426832.05
74418.47,6.16,4.32,27089.05,1031737.38
58002.72,7.78,6.36,30249.03,1244248.52
63217.17,5.14,2.07,31925.68,1070868.07
49740.18,6.76,4.42,25545.92,493350.03
75361.24,7.77,3.24,23530.91,1228323.22
62594.98,7.96,3.35,46459.25,1427026.95
62212.56,7.80,6.06,40620.66,1504664.28
60610.61,5.54,4.09,49512.91,689155.57
82777.07,7.90,5.26,42582.93,1481171.23
50716.04,8.06,5.36,35879.91,1092649.71
61905.96,7.48,6.15,36380.57,962581.69
68246.93,7.18,3.28,24553.46,688479.29
85174.04,5.99,4.01,38773.02,1363106.13
63342.85,6.24,2.36,25009.06,826328.11
74022.05,7.52,4.14,36533.84,1434575.11
78866.67,6.83,3.44,39816.75,1509422.58
71721.42,7.58,6.26,10704.82,395440.20
76076.29,7.95,6.49,46298.32,1765809.43
52568.68,6.56,2.33,38555.07,1135676.18
69851.71,7.63,3.03,19560.21,1006227.53
58068.91,6.26,3.15,29519.88,576387.18
60134.27,8.34,3.09,39200.87,1044615.52
72967.54,6.98,4.02,49140.67,1765352.37
63820.40,6.29,3.31,28737.11,1049632.18
78700.97,7.27,4.35,35193.92,1456969.58
62806.30,8.34,4.45,33498.93,1331374.95
71595.18,8.05,5.26,37271.16,1779874.75
85441.49,7.13,6.13,46302.40,1601152.93
86562.18,7.36,5.19,32621.10,1702528.79
74646.85,6.45,4.36,36679.19,1123765.35
63686.26,8.76,3.49,18163.77,1042144.23
60530.73,7.67,4.30,34043.23,869026.58
74826.31,7.40,6.08,32639.64,1352993.62
71639.30,5.61,3.44,28995.09,945931.19
81439.20,7.28,5.26,37565.54,1653381.31
85297.20,5.60,2.26,28319.63,1258957.62
64044.19,5.88,4.10,32940.79,724121.67
67828.48,8.64,5.17,34981.39,1067871.69
60028.08,6.17,3.29,36651.52,842235.80
63700.26,7.72,6.20,38397.57,954154.21
74010.16,6.25,2.04,46239.17,1356691.39
67094.20,7.37,4.18,30022.54,1202992.88
66714.68,7.91,6.00,53185.20,1502447.92
72745.45,7.08,4.14,53000.77,1947338.44
79923.81,7.00,5.48,33828.45,1153516.92
48510.91,4.73,3.22,31451.09,414165.22
50534.35,5.01,4.18,26627.39,723089.95
55543.52,7.87,5.41,40063.42,1193482.50
85466.39,4.79,3.19,38191.03,1380602.56
48735.92,6.09,2.43,19682.35,151527.08
76388.55,6.85,2.20,36841.18,1114729.72
73279.03,8.08,3.01,13981.44,984421.23
64661.93,5.66,2.44,49457.18,875904.53
59390.35,6.75,4.31,28995.96,788427.84
66064.53,6.88,4.40,44561.33,1444701.33
72488.16,8.21,4.03,41199.25,1450393.53
70793.72,6.39,3.43,19908.13,921321.02
78241.08,8.98,6.28,20547.62,1160146.17
72752.68,8.25,6.34,24944.34,1222689.52
78963.89,5.73,3.20,59974.63,2004396.37
49775.41,6.18,2.24,23557.36,454055.66
87768.40,6.54,2.31,45801.43,1698198.75
65449.35,5.91,4.05,34828.43,1193106.94
85193.98,4.43,4.42,38784.86,1275403.46
67933.03,6.64,2.37,42772.16,810751.73
50316.89,7.24,3.50,25201.55,642862.71
53974.55,6.60,4.13,41441.75,1086825.75
63049.97,6.19,3.42,24985.98,773360.70
85906.91,7.06,5.36,21331.98,1500962.62
62355.35,5.42,4.35,23767.86,768301.80
64749.80,8.41,4.39,49537.35,1781211.41
75072.99,9.05,5.02,27494.30,1420469.73
79345.39,7.21,3.25,37573.58,1380215.52
67682.73,6.47,4.05,37028.70,1090805.37
57869.27,7.60,3.39,31818.93,886815.94
60027.56,6.03,3.34,54738.63,1007224.93
71146.49,5.91,3.44,22875.69,1077754.23
52455.37,7.23,6.09,35143.20,1253648.32
66967.40,5.98,3.46,51554.76,1102943.35
59013.40,5.85,2.16,28264.01,744132.70
70370.50,8.02,6.18,53832.14,1845630.07
66989.73,5.54,3.13,37017.10,873588.13
64050.35,6.54,3.15,29083.72,755678.33
71195.26,4.97,2.38,29508.49,1101826.31
82866.40,7.83,4.03,41166.86,1618994.28
60826.61,6.26,3.18,36892.62,1127873.58
65543.34,7.42,6.38,28939.04,749847.19
62902.26,6.71,3.40,27321.03,984672.30
59030.17,5.30,2.26,22803.10,534077.46
66320.45,7.53,5.06,36145.21,1242114.10
68964.68,6.97,3.39,37587.94,1273631.27
68994.18,7.11,6.45,30609.65,1095597.94
58517.06,7.65,6.35,30888.80,1364738.30
65018.54,6.45,3.20,32580.78,1037147.47
74656.89,7.72,4.17,22602.13,1228517.21
57697.08,6.81,2.15,18281.74,759360.65
69234.72,6.16,3.24,38322.10,1140579.62
63015.69,6.09,3.39,26673.88,810741.52
52022.16,6.38,3.21,31320.92,642855.17
80059.00,6.81,4.17,23360.95,1562950.32
87332.29,6.72,3.30,43754.45,1599851.89
63658.43,6.75,2.05,39591.26,1332669.23
46517.18,7.57,5.01,26452.37,665160.08
88305.92,6.83,3.38,32190.42,1591383.74
49784.89,8.66,4.12,36564.73,1144507.42
84054.45,7.69,5.38,23023.05,1619721.72
66775.00,7.80,4.32,36788.98,1251688.62
70981.28,8.19,6.24,53542.86,1882806.93
70767.33,7.45,6.41,26925.95,1016163.18
77103.14,8.66,4.26,45746.93,1721005.42
67742.55,8.16,5.08,30678.37,890138.21
76443.23,5.60,3.29,40128.85,1272719.63
78115.63,6.97,4.15,45024.30,1582605.54
69500.89,6.06,3.20,48767.40,1170204.34
81535.15,6.22,3.21,50999.85,1166750.31
41240.06,5.21,4.15,40888.08,319495.67
45073.90,4.64,3.30,38066.16,704698.36
53173.35,6.88,2.00,43600.36,945614.57
80900.44,9.04,4.12,40268.52,2054897.01
69227.61,9.11,6.02,42582.63,1280230.63
54858.82,5.66,4.42,36228.84,850114.60
77098.87,6.25,3.50,46478.52,1637649.90
104702.72,6.93,3.22,22560.53,1742431.66
50473.02,6.97,3.02,50145.43,942093.92
75675.17,6.91,3.40,45103.57,1388782.89
72727.23,5.66,3.02,27159.34,996506.07
56428.97,6.95,4.27,44877.57,790802.80
43496.73,6.74,2.11,35726.61,718650.64
77875.99,7.19,6.46,44452.64,1517141.62
58511.35,6.81,3.15,28270.43,496359.97
69167.95,6.84,3.02,26517.31,820611.47
65687.11,6.57,4.41,17386.48,1122320.93
57814.85,6.67,2.02,32880.79,846939.43
66234.68,8.44,5.16,35130.38,1540762.27
65431.66,7.28,4.00,38499.38,963531.92
76009.54,6.77,2.36,52832.00,1590804.04
78997.46,6.26,2.28,30165.92,1283415.27
64720.06,6.39,3.34,37203.72,1447920.68
56652.42,8.10,5.35,11037.39,742858.64
68312.00,5.96,4.36,39724.19,1400609.03
73462.68,5.83,3.04,47637.52,1638577.42
60731.88,8.55,5.46,35341.07,1235475.55
74655.63,7.92,4.07,22169.82,1249417.90
75823.57,6.91,2.35,35783.75,1499356.12
78988.20,5.96,4.04,31677.33,1005843.92
52868.32,3.97,4.38,41849.06,623721.61
64251.54,5.76,4.30,45172.76,922514.09
74555.77,6.61,4.27,32938.15,1638606.83
70355.77,7.20,5.02,39882.82,1249223.83
92052.75,7.55,5.35,47343.37,1928301.78
